id,bug.id,treatment,temp.avg,temp.var,hs.treat,date.died,date.hatch,date.ovp,time.ovp,num.ovp,date.3,mass.3,date.4,mass.4,date.5,mass.5,date.hs,time.in.hs,time.out.hs,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.coc.late,num.coc.tot,num.fail.spin,num.fail.spin.late,num.fail.spin.tot,date.em.late,late.em,num.unem,load,date.postem.1,fed.postem.1,num.frass.postem.1,date.postem.2,fed.postem.2,num.frass.postem.2,date.postem.3,fed.postem.3,num.frass.postem.3,date.postem.4,fed.postem.4,num.frass.postem.4,date.postem.5,fed.postem.5,num.frass.postem.5,date.postem.6,fed.postem.6,num.frass.postem.6,date.postem.7,fed.postem.7,num.frass.postem.7,mass.postem.end,date.ecl,num.ecl,date.ecl.late,num.ecl.late,tot.ecl,live.fem,live.fem.late,live.male,live.unk,live.male.late,tot.dead,tot.dead.norm,tot.dead.late,dead.fem,dead.fem.late,dead.male,dead.male.late,dead.ad.unk,dead.ad.unk.late,dead.larv,dead.larv.late,dead.epup,dead.epup.late,dead.mpup.tot,dead.mpup.unk,dead.mpup.f,dead.mpup.m,dead.mpup.tot.late,dead.mpup.unk.late,dead.mpup.f.late,dead.mpup.m.late,dead.lpup.tot,dead.lpup.unk,dead.lpup.f,dead.lpup.m,dead.lpup.tot.late,dead.lpup.unk.late,dead.lpup.f.late,dead.lpup.m.late,wand,gen.notes,diss.notes,,,,,,,,,,,,,
62,,para,28,10,hs.5,,3/28/18,4/1/18,13:51,1,4/1/18,64.1,4/5/18,310.87,4/9/18,1599.89,4/10/18,7:27,8:39,4/15/18,5,0,4293.63,93.00,37,0,37,50,6,56,4/18/18,1,,94.00,4/16/18,1,0,4/17/18,0,1,4/18/18,0,1,4/19/18,1,0,4/20/18,0,1,4/21/18,0,1,4/22/18,0,1,3836.71,4/20/18,4,,0,4,2,,2,,,33,33,0,5,,7,,,,9,,7,,2,,1,1,0,,,,3,,1,2,0,,,,,had 6 wasp larvae emerge but fail to spin 1 day after cocoon removal,,,,,,,,,,,,,,
63,,para,28,10,0,,3/28/18,4/1/18,13:57,1,4/1/18,72.74,4/5/18,160.05,4/8/18,744.72,,,,4/15/18,5,0,2786.49,103.00,51,2,53,37,13,50,4/20/18,1,,104.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,1,4/19/18,0,0,4/20/18,0,1,4/21/18,1,1,4/22/18,1,1,2467.9,4/20/18,8,,1,9,0,0,8,,1,43,43,0,,,15,,,,18,,1,,2,,,2,0,,,,7,,,7,0,,,,,"1 day after cocoon removal, had 2 more cocoons found. labeled 63 extra. also had 13 fail.spin. the extra cocoons eclosed on 4/20/18 (in the afternoon).",,,,,,,,,,,,,,
64,,para,28,10,hs.4,,3/29/18,4/1/18,13:43,1,4/1/18,39.5,4/4/18,197.54,4/8/18,1610.11,4/5/18,7:48,8:37,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,"HS chamber program lagged during HS (was still at 28 at 7:44, got to setpoint at 7:48). removed cuticle from 5th prolegs after molt to 5th. wandered 4/13/18. Mass: 10417.15",,,,,,,,,,,,,,
65,,para,28,10,hs.5,,3/28/18,4/1/18,13:49,1,4/1/18,71.42,4/5/18,305.63,4/8/18,857.41,4/9/18,7:31,8:36,4/16/18,5,0,2557.74,65.00,19,,19,46,,46,,,56,121.00,,,,4/18/18,0,2,4/19/18,0,0,4/20/18,0,1,4/21/18,0,4,4/22/18,0,1,4/23/18,1,3,2305.37,4/22/18,5,,0,5,3,,2,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from 3rd-5th prolegs after molt to 5th,"3 early 2nds, others late 2nds",,,,,,,,,,,,,
67,,para,28,10,hs.4,,3/28/18,4/1/18,13:42,1,4/1/18,72.49,4/6/18,320.84,4/10/18,1573.58,4/7/18,7:31,8:39,4/16/18,5,0,3612.77,75.00,40,,40,35,,35,,,38,113.00,,,,4/18/18,0,0,4/19/18,1,1,4/20/18,1,1,4/21/18,0,1,4/22/18,0,0,4/23/18,0,0,3100.13,4/22/18,15,,0,15,5,,10,,,25,25,0,1,,,,,,13,,5,,3,,1,2,0,,,,3,,1,2,0,,,,,removed cuticle frm all prolegs after molt to 5th,mostly late 2nds,,,,,,,,,,,,,
68,,para,28,10,hs.5,,3/28/18,4/1/18,13:48,2,4/1/18,59.06,4/5/18,215.3,4/9/18,1087.49,4/10/18,7:27,8:39,4/16/18,5,0,4681.46,73.00,62,,62,11,,11,,,180,253.00,,,,4/18/18,0,3,4/19/18,0,0,4/20/18,0,1,4/21/18,0,1,4/22/18,0,0,4/23/18,1,1,4128.68,4/22/18,18,,0,18,7,,11,,,44,44,0,9,,26,,,,5,,2,,0,,,,0,,,,2,,1,1,0,,,,,,"mostly late 2nds, a few earlier 2nds",,,,,,,,,,,,,
69,,para,28,10,0,4/15/18,3/28/18,4/1/18,13:54,1,4/1/18,62.02,4/5/18,207.89,4/10/18,437.73,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"did not shed over thoracic legs--removed some cuticle, but could not remove all",,,,,,,,,,,,,,
70,,para,28,10,hs.4,4/14/18,3/28/18,4/1/18,13:41,2,4/1/18,75.19,4/5/18,300.95,4/11/18,1245.02,4/6/18,7:31,8:36,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"bled during molt to 5th--did not shed over prolegs, could not remove",,,,,,,,,,,,,,
71,,para,28,0,hs.4,,3/29/18,4/1/18,14:14,2,4/1/18,76.55,4/5/18,277.16,,,4/6/18,7:31,8:36,4/10/18,4,0,1248.72,104.00,98,,98,6,,6,,,,104.00,4/11/18,0,0,4/12/18,0,0,4/13/18,0,0,,,,,,,4/16/18,1,7,4/17/18,1,1,783.33,4/15/18,79,,0,79,6,,73,,,19,19,0,,,3,,,,3,,5,,1,,,1,0,,,,7,,,7,0,,,,,bled a lot when removing cocoons.,,,,,,,,,,,,,,
75,,para,28,0,hs.5,,3/29/18,4/1/18,14:18,1,4/1/18,48.06,4/5/18,253.56,4/9/18,1014.16,4/10/18,7:27,8:39,4/13/18,5,0,3033.65,102.00,101,,101,1,,1,,,,102.00,4/14/18,0,0,4/15/18,1,1,4/16/18,1,3,4/17/18,1,6,4/18/18,1,5,4/19/18,0,2,4/20/18,1,4,3071.95,4/18/18,99,,0,99,13,,86,,,2,2,0,,,,,,,,,1,,0,,,,0,,,,1,1,,,0,,,,,,,,,,,,,,,,,,,
76,,para,28,0,0,,3/29/18,4/1/18,14:21,2,4/1/18,57.04,4/5/18,256.23,4/9/18,2549.99,,,,4/12/18,5,0,4169.46,163.00,126,,126,37,,37,,,,163.00,4/13/18,0,0,4/14/18,0,0,,,,4/16/17,0,0,4/17/18,1,2,4/18/18,1,3,4/19/18,1,3,4115.42,4/17/18,119,,0,119,54,,65,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,Did not have food in dish on 6/16.,,,,,,,,,,,,,,
77,,para,28,0,hs.4,,3/28/18,4/1/18,14:10,1,4/1/18,52.97,4/4/18,226.9,4/8/18,1495.34,4/5/18,7:48,8:37,4/11/18,5,0,2972.03,117.00,114,,114,3,,3,,,,117.00,4/12/18,0,0,4/13/18,0,0,4/14/18,1,2,,,,4/16/18,1,5,4/17/18,1,1,4/18/18,0,3,2686.53,4/16/18,106,,0,106,27,,79,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"HS chamber program lagged during HS (was still at 28 at 7:44, got to setpoint at 7:48).",,,,,,,,,,,,,,
78,,para,28,0,hs.5,4/3/18,3/28/18,4/1/18,14:17,1,4/1/18,42.05,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
79,,para,28,10,hs.4,,3/29/18,4/2/18,7:41,2,4/2/18,55.67,4/5/18,251.48,4/10/18,1322.78,4/6/18,7:31,8:36,4/16/18,5,0,3694.78,35.00,28,,28,7,,7,,,54,89.00,,,,4/18/18,0,0,4/19/18,1,0,4/20/18,0,1,4/21/18,1,2,4/22/18,1,1,4/23/18,0,1,3548.13,4/22/18,6,,0,6,2,,4,,,22,22,0,,,6,,,,6,,5,,2,,,2,0,,,,3,,,3,0,,,,,removed cuticle from 4th-5th prolegs after molt to 5th,"mostly late 2nds, 4 early 2nds",,,,,,,,,,,,,
80,,para,28,10,hs.5,4/5/18,3/29/18,4/2/18,7:44,3,4/2/18,59.54,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
81,,para,28,10,0,4/4/18,3/29/18,4/2/18,7:45,3,4/2/18,51.27,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
82,,para,28,10,hs.4,,3/29/18,4/2/18,7:40,1,4/2/18,51.79,4/6/18,280.72,4/11/18,1274.97,4/7/18,7:31,8:39,4/16/18,5,0,3481.39,90.00,84,0,84,5,1,6,4/22/18,1,35,126.00,,,,4/18/18,1,1,4/19/18,1,2,4/20/18,1,2,4/21/18,1,5,4/22/18,0,2,4/23/18,0,1,2811.63,4/22/18,60,,0,60,5,,55,,,24,24,0,8,,8,,,,6,,,,0,,,,0,,,,2,,,2,0,,,,,"removed cuticle from 3-5th prolegs after molt to 5th. 4 days after coc removal, 1 fail.spin larvae. caterpillar bled heavily",mostly late 2nds ,,,,,,,,,,,,,
83,,para,28,0,hs.4,4/4/18,3/27/18,4/2/18,7:49,2,4/2/18,34.84,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
84,,para,28,0,hs.5,,3/29/18,4/2/18,7:52,1,4/2/18,73.58,4/6/18,331.72,4/10/18,1677.02,4/11/18,7:29,8:38,4/13/18,5,0,2388.68,46.00,46,,46,0,,0,,,,46.00,4/14/18,0,0,4/15/18,1,0,4/16/18,1,5,4/17/18,1,6,4/18/18,1,6,4/19/18,1,2,4/20/18,1,7,2561.05,4/18/18,45,,0,45,44,,1,,,1,0,1,,,,1,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
85,,para,28,0,0,4/4/18,3/29/18,4/2/18,7:56,1,4/2/18,62.04,,,,,4/7/18,7:31,8:39,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
86,,para,28,0,hs.4,,3/29/18,4/2/18,7:48,2,4/2/18,66.61,4/5/18,310.76,4/9/18,1668.81,4/6/18,7:31,8:36,4/13/18,5,0,3694.97,184.00,110,,110,74,,74,,,,184.00,4/14/18,0,0,4/15/18,0,0,4/16/18,0,0,4/17/18,1,1,4/18/18,0,2,4/19/18,1,1,4/20/18,1,6,3253.29,4/17/18,97,,0,97,5,,92,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,found without diet on 4/16/18.,,,,,,,,,,,,,,
87,,para,28,0,hs.5,4/4/18,3/29/18,4/2/18,7:51,2,4/2/18,70.37,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
88,,para,28,0,0,,3/29/18,4/2/18,7:54,2,4/2/18,42.32,4/7/18,279.89,4/11/18,1324.04,,,,4/15/18,5,0,3363.94,104.00,77,,77,27,,27,,,,104.00,4/16/18,0,0,4/17/18,0,0,4/18/18,1,1,4/19/18,1,0,4/20/18,1,3,4/21/18,1,2,4/22/18,1,3,3078.21,4/19/18,58,,0,58,28,,30,,,19,19,0,2,,5,,,,1,,3,,2,,2,,0,,,,6,,3,3,0,,,,,,,,,,,,,,,,,,,
89,,para,28,10,hs.5,,3/29/18,4/2/18,8:05,1,4/2/18,57.79,4/5/18,335.86,4/9/18,1535.92,4/10/18,7:27,8:39,4/16/18,5,0,4492.29,79.00,71,,71,8,,8,,,58,137.00,,,,4/18/18,1,0,4/19/18,1,1,4/20/18,1,2,4/21/18,1,5,4/22/18,1,3,4/23/18,1,3,4611.55,4/22/18,45,,0,45,4,,41,,,26,26,0,2,,10,,,,3,,6,,2,1,,1,0,,,,3,,1,2,0,,,,,removed cuticle from last prolegs during 4th-5th molt,mostly late 2nds,,,,,,,,,,,,,
90,,para,28,10,hs.4,,3/30/18,4/2/18,12:19,2,4/2/18,31.52,4/5/18,137.28,4/9/18,824.04,4/6/18,7:31,8:36,4/15/18,5,0,3077.03,60.00,51,3,54,4,2,6,4/18/18,1,,61.00,4/16/18,0,1,4/17/18,0,0,4/18/18,0,0,4/19/18,1,1,4/20/18,0,2,4/21/18,0,0,4/22/18,1,2,2835.08,4/22/18,39,4/23/18,2,41,2,0,37,,2,13,12,1,,,2,,,,3,,,,0,,,,0,,,,7,,,7,1,,,1,,"1 day after cocoon removal, had 3 more cocoons present. put in separate cup labeled 90 extra. Also had 2 more fail.spin",,,,,,,,,,,,,,
91,,para,28,10,hs.5,,3/30/18,4/2/18,12:24,2,4/2/18,31.97,4/6/18,198.02,4/10/18,865.63,4/11/18,7:29,8:38,4/16/18,5,1,1901.01,28.00,10,,10,18,,18,,,43,71.00,,,,4/18/18,0,0,4/19/18,0,1,4/20/18,0,1,4/21/18,0,1,4/22/18,0,1,4/23/18,0,1,1743.49,4/23/18,1,,0,1,0,,1,,,9,9,0,,,,,,,6,,1,,0,,,,0,,,,2,,,2,0,,,,,removed cuticle from 4-5th prolegs after molt to 5th,"mostly late 1st instars and early 2nds, about 15 late 2nds",,,,,,,,,,,,,
92,,para,28,10,0,,3/30/18,4/2/18,12:30,2,4/2/18,38.65,4/7/18,94.25,4/11/18,533.24,,,,4/16/18,5,0,2397.19,86.00,78,5,83,3,0,3,4/19/18,1,33,120.00,,,,4/18/18,0,1,4/19/18,0,2,4/20/18,0,0,4/21/18,1,3,4/22/18,1,5,4/23/18,1,8,2274.27,4/22/18,12,4/25/18,1,13,5,1,7,,0,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from last prolegs during 3rd-4th molt. Found 5 extra cocoons on 4/19/18. bug's mass at 4/19/18 = 2299.61,all late 2nds,,,,,,,,,,,,,
93,,para,28,10,hs.4,,3/29/18,4/2/18,12:17,2,4/2/18,67.7,4/5/18,223.13,4/9/18,1039.49,4/6/18,7:31,8:36,4/16/18,5,0,2755.38,19.00,15,,15,4,,4,,,22,41.00,,,,4/18/18,1,4,4/19/18,0,3,4/20/18,1,4,4/21/18,1,7,4/22/18,1,6,4/23/18,1,5,2618.18,4/22/18,3,,0,3,2,,1,,,12,12,0,1,,2,,,,5,,3,,1,,,1,0,,,,0,,,,0,,,,,removed cuticle from last prolegs during 4th-5th molt,"1 early 2nd, others late 2nds",,,,,,,,,,,,,
94,,para,28,10,hs.5,,3/29/18,4/2/18,12:23,1,4/2/18,62.48,4/7/18,298.5,4/11/18,1494.57,4/12/18,7:30,8:39,4/16/18,5,0,4767.75,66.00,50,1,51,15,0,15,4/19/18,1,88,155.00,,,,4/18/18,0,0,4/19/18,0,0,4/20/18,1,1,4/21/18,0,1,4/22/18,1,1,4/23/18,1,1,4586.58,4/22/18,18,,0,18,9,0,9,,0,33,32,1,8,,4,,,,9,1,5,,2,,,2,0,,,,4,,2,2,0,,,,,found extra cocoon on 4/19/18. bug's mass = 4761.68. Late cocoon failed to eclose; froze on 5/9/18.,"1 early 2nd, the others late 2nds ",,,,,,,,,,,,,
95,,para,28,10,0,4/18/18,3/29/18,4/2/18,12:27,1,4/2/18,34.01,4/5/18,127.71,4/10/18,1147.47,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"found 4/16/18, bug exhibiting wandering behavior but no pigmentation or dorsal streak.",,,,,,,,,,,,,,
96,,para,28,10,hs.4,,3/29/18,4/2/18,12:15,2,4/2/18,60.93,4/5/18,293.63,4/10/18,1995.73,4/6/18,7:31,8:36,4/16/18,5,0,5334.32,93.00,76,,76,17,,17,,,145,238.00,,,,,,,4/19/18,1,4,4/20/18,1,1,4/21/18,1,1,4/22/18,1,3,4/23/18,1,2,5130.37,4/22/18,29,,0,29,7,,22,,,47,47,0,5,,13,,,,8,,8,,2,,1,1,0,,,,11,,5,6,0,,,,,,all late 2nds,,,,,,,,,,,,,
97,,para,28,10,hs.5,,3/29/18,4/2/18,12:20,1,4/2/18,36.79,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
98,,para,28,10,0,,3/29/18,4/2/18,12:25,2,4/2/18,50.72,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
99,,para,28,10,hs.4,,3/29/18,4/2/18,12:14,1,4/2/18,52.28,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
100,,para,28,0,hs.4,4/5/18,3/29/18,4/2/18,12:43,1,4/2/18,35.02,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,head capsule damaged at ovp,,,,,,,,,,,,,,
101,,para,28,0,hs.5,,3/30/18,4/2/18,12:49,1,4/2/18,51.48,4/6/18,237.83,4/10/18,2082.84,4/11/18,7:29,8:38,4/13/18,5,0,4231.16,166.00,152,,152,14,,14,,,,166.00,4/14/18,0,0,4/15/18,0,0,4/16/18,0,0,4/17/18,1,1,4/18/18,0,0,4/19/18,0,2,4/20/18,0,0,3761.98,4/18/18,24,,0,24,2,,22,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
102,,para,28,0,0,4/4/18,3/30/18,4/2/18,12:36,2,4/2/18,46.3,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
103,,para,28,0,hs.4,4/12/18,3/30/18,4/2/18,12:40,3,4/2/18,47.14,4/6/18,247.87,4/10/18,1671.11,4/7/18,7:31,8:39,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
104,,para,28,0,0,,3/30/18,4/2/18,12:48,2,4/2/18,51.88,4/7/18,218.2,,,,,,4/12/18,4,0,,39.00,39,,39,0,,0,,,,39.00,4/13/18,0,1,,,,,,,,,,,,,,,,,,,,4/16/18,28,,0,28,16,,12,,,11,11,0,,,1,,,,3,,2,,2,1,1,,0,,,,3,,2,1,0,,,,,horn damged at ovp. died 1 day after wasp em,,,,,,,,,,,,,,
105,,para,28,0,0,,3/30/18,4/2/18,12:34,1,4/2/18,45.08,4/6/18,274.08,4/9/18,1324.47,,,,4/12/18,5,0,2874.42,122.00,119,,119,3,,3,,,,122.00,4/13/18,0,0,4/14/18,0,0,,,,4/16/18,1,4,4/17/18,1,2,4/18/18,1,1,4/19/18,0,1,2750.77,4/17/18,112,,0,112,38,,74,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
107,,para,28,0,hs.5,,3/30/18,4/2/18,12:45,1,4/2/18,39.77,4/6/18,166.76,4/14/18,1333.48,4/15/18,7:40,8:47,4/18/18,5,0,3382.35,84.00,58,,58,26,,26,,,44,128.00,4/19/18,0,0,4/20/18,0,0,4/21/18,1,3,4/22/18,0,0,4/23/18,1,0,4/24/18,0,0,4/25/18,0,0,3113.21,4/22/18,52,,0,52,20,,32,,,6,6,0,1,,1,,,,,,3,,0,,,,0,,,,1,,1,,0,,,,,horn damaged at ovp,all late 2nds,,,,,,,,,,,,,
108,,para,28,0,0,,3/30/18,4/2/18,12:32,1,4/2/18,48.58,4/7/18,249.8,,,,,,4/11/18,4,1,771.27,26.00,20,,20,6,,6,,,,26.00,4/12/18,0,0,,,,4/14/18,0,0,,,,4/16/18,1,3,4/17/18,1,4,4/18/18,0,4,809.31,4/17/18,19,,0,19,4,,15,,,1,1,0,,,,,,,1,,,,0,,,,0,,,,0,,,,0,,,,,bleed a lot during emergance.,found 1 larvae that had the bginings of wing and eye formation.,,,,,,,,,,,,,
109,,para,28,0,hs.4,,3/30/18,4/2/18,12:38,2,4/2/18,56.18,4/6/18,273.23,4/10/18,1650.6,4/7/18,7:31,8:39,4/13/18,5,0,3519.63,78.00,78,,78,0,,0,,,,78.00,4/14/18,0,0,4/15/18,1,0,4/16/18,1,3,4/17/18,0,1,4/18/18,0,1,4/19/18,1,3,4/20/18,0,2,3324.94,4/18/18,71,,0,71,1,,70,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
110,,para,28,0,hs.5,,3/30/18,4/2/18,13:10,3,4/2/18,49.87,4/7/18,179.93,4/11/18,940.44,4/12/18,7:30,8:39,4/15/18,5,0,2169.87,128.00,127,,127,1,,1,,,,128.00,4/16/18,0,0,4/17/18,1,2,4/18/18,1,3,4/19/18,1,4,4/20/18,1,3,4/21/18,1,5,4/22/18,1,4,2109.24,4/20/18,31,,0,31,9,,22,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
111,,para,28,10,hs.5,4/7/18,3/29/18,4/2/18,13:06,4,4/2/18,34.59,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
112,,para,28,10,0,,3/30/18,4/2/18,13:04,3,4/2/18,26.43,4/6/18,145.26,4/10/18,862.43,,,,4/16/18,5,1,3100.68,77.00,69,,69,8,,8,,,74,151.00,,,,4/18/18,0,0,4/19/18,0,0,4/20/18,0,1,4/21/18,1,2,4/22/18,1,1,4/23/18,1,3,2755.23,4/22/18,42,,0,42,21,,21,,,27,27,0,4,,6,,,,10,,3,,1,,,1,0,,,,3,,3,,0,,,,,,all late 2nds,,,,,,,,,,,,,
114,,para,28,0,hs.4,,3/30/18,4/3/18,8:45,1,4/3/18,75.08,4/7/18,329.42,, ,4/8/18,7:31,8:38,4/13/18,4,1,1128.91,24.00,23,,23,1,,1,,,,24.00,4/14/18,0,0,4/15/18,0,0,4/16/18,1,1,4/17/18,0,0,4/18/18,0,2,4/19/18,0,0,4/20/18,0,1,779.58,4/17/18,21,,0,21,4,,17,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
115,,para,28,0,0,,3/30/18,4/3/18,8:54,2,4/3/18,55.83,4/7/18,205.7,,,,,,4/13/18,4,0,977.35,89.00,87,,87,2,,2,,,,89.00,4/14/18,0,1,4/15/18,0,0,4/16/18,0,1,4/17/18,1,1,4/18/18,0,1,4/19/18,1,2,4/20/18,0,2,869.37,4/18/18,81,,0,81,9,,72,,,6,6,0,,,1,,,,,,2,,1,,,1,0,,,,2,,,2,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp. bled heavily when removing cocoons 48 hr after em",,,,,,,,,,,,,,
117,,para,28,0,hs.4,,3/30/18,4/3/18,8:47,1,4/3/18,58.53,4/7/18,257.67,4/11/18,1836.92,4/8/18,7:31,8:38,4/15/18,5,0,3343.48,106.00,97,,97,9,,9,,,,106.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,0,0,4/21/18,1,0,4/22/18,0,0,2997.85,4/19/18,88,,0,88,0,,88,,,9,9,0,,,,,,,1,,4,,1,,,1,0,,,,3,,,3,0,,,,,,,,,,,,,,,,,,,
118,,para,28,0,hs.5,,3/30/18,4/3/18,8:56,1,4/3/18,57.8,4/7/18,298.88,4/10/18,1610.88,4/11/18,7:29,8:38,4/13/18,5,0,33391.51,118.00,111,,111,7,,7,,,,118.00,4/14/18,0,1,4/15/18,0,0,4/16/18,1,1,4/17/18,1,2,4/18/18,1,2,4/19/18,1,1,4/20/18,1,4,3173.13,4/18/18,99,,0,99,0,,99,,,10,10,0,,,1,,,,,,5,,0,,,,0,,,,4,,,4,0,,,,,adult wasps miscounted--should be 101,,,,,,,,,,,,,,
119,,para,28,0,0,,3/30/18,4/3/18,8:21,,4/3/18,54.57,4/8/18,216.48,,,,,,4/13/18,4,0,828.08,22.00,21,,21,1,,1,,,,22.00,4/14/18,1,1,4/15/18,1,1,4/16/18,0,1,4/17/18,1,3,4/18/18,0,1,4/19/18,0,2,4/20/18,0,1,773.31,4/17/18,18,,0,18,8,,10,,,3,3,0,,,2,,,,,,,,0,,,,0,,,,1,,1,,0,,,,,,,,,,,,,,,,,,,
120,,para,28,0,hs.4,,3/30/18,4/3/18,8:48,1,4/3/18,60.71,4/7/18,297.9,,,4/8/18,7:31,8:38,4/14/18,4,1,721.81,1.00,0,,0,1,,1,,,,1.00,,,,4/16/18,1,1,4/17/18,0,0,4/18/18,0,2,4/19/18,0,1,4/20/18,0,1,4/21/18,0,1,666.09,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
122,,para,28,0,hs.5,,3/30/18,4/3/18,8:57,1,4/3/18,54.36,4/6/18,206.03,4/12/18,632.09,4/13/18,7:33,8:36,4/15/18,5,0,506.31,8.00,8,,8,0,,0,,,,8.00,4/16/18,1,0,4/17/18,0,0,4/18/18,1,0,,,,,,,,,,,,,426.46,4/20/18,7,,0,7,0,,7,,,1,1,0,,,,,,,,,1,,0,,,,0,,,,0,,,,0,,,,,"bleeding from horn after heat shock.bug died on 4/19/18, three days before cull date.",,,,,,,,,,,,,,
123,,para,28,0,,4/4/18,3/30/18,4/3/18,8:25,2,4/3/18,69.92,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp.",,,,,,,,,,,,,,
